tid,t_name,t_issue,t_sub_district,t_district,t_province
1088,โครงการที่ 3,ขยะ,คำพอุง,เมืองปทุมธานี,สุพรรณบุรี
1089,โครงการที่ 20,โรคไม่ติดต่อ,น้ำบ่อหลวง,เมืองเชียงราย,หนองบัวลำภู
1090,โครงการที่ 11,ขยะ,เวียงคำ,บางบ่อ,พระนครศรีอยุธยา
1091,โครงการที่ 8,ขยะ,ปางสวรรค์,เมืองปราจีนบุรี,ภูเก็ต
1092,โครงการที่ 10,ขยะ,พระอาจารย์,เมืองปราจีนบุรี,บุรีรัมย์
1093,โครงการที่ 1,น้ำ,ขนวน,โพธิ์ศรีสุวรรณ,กรุงเทพมหานคร
1094,โครงการที่ 12,ความมั่นคงทางอาหาร,วังประจบ,เมืองเพชรบุรี,หนองบัวลำภู
1095,โครงการที่ 4,ขยะ,บ้านกาศ,ตาพระยา,ชัยภูมิ
1096,โครงการที่ 8,โรคไม่ติดต่อ,สะกาด,บุณฑริก,ระนอง
1097,โครงการที่ 5,เยาวชน,บางกระเบา,พยุห์,ชลบุรี
1098,โครงการที่ 20,เยาวชน,คลองท่อมใต้,ชุมพวง,ประจวบคีรีขันธ์
1099,โครงการที่ 7,น้ำ,หลักเหลี่ยม,เฝ้าไร่,อุบลราชธานี
1100,โครงการที่ 15,ขยะ,จำปาขัน,ดอกคำใต้,เชียงราย
1101,โครงการที่ 20,บุหรี่ไฟฟ้า,บางปลาสร้อย,พนัสนิคม,บึงกาฬ
1102,โครงการที่ 13,ปัจจัยเสี่ยง,ม่วงยาย,ศรีสำโรง,พังงา
1103,โครงการที่ 11,บุหรี่ไฟฟ้า,คูหาสวรรค์,เมืองบุรีรัมย์,จันทบุรี
1104,โครงการที่ 14,โรคไม่ติดต่อ,ใหม่พัฒนา,เกาะลันตา,พระนครศรีอยุธยา
1105,โครงการที่ 13,บุหรี่ไฟฟ้า,ขึ่ง,ท่าม่วง,ปทุมธานี
1106,โครงการที่ 3,น้ำ,ลานสัก,พุนพิน,กรุงเทพมหานคร
1107,โครงการที่ 4,น้ำ,เชียงกลม,เมืองนนทบุรี,สระแก้ว
1108,โครงการที่ 2,บุหรี่ไฟฟ้า,นาสะไมย์,เลิงนกทา,ขอนแก่น
1109,โครงการที่ 8,ความมั่นคงทางอาหาร,หนองเอี่ยน,กุดจับ,สมุทรปราการ
1110,โครงการที่ 10,ความมั่นคงทางอาหาร,โนนสะอาด,สนามชัยเขต,ศรีสะเกษ
1111,โครงการที่ 10,เยาวชน,คลองหลวงแพ่ง,พนม,ชัยนาท
1112,โครงการที่ 13,สังคมสูงอายุ,วังสำโรง,แม่เมาะ,ปทุมธานี
1113,โครงการที่ 18,ขยะ,แดงใหญ่,บางนา,พะเยา
1114,โครงการที่ 17,บุหรี่ไฟฟ้า,บ้านเกาะ,กุดรัง,นครราชสีมา
1115,โครงการที่ 14,โรคไม่ติดต่อ,บ้านกลาง,โซ่พิสัย,นนทบุรี
1116,โครงการที่ 3,เยาวชน,คูเมือง,เมืองหนองบัวลำภู,สกลนคร
1117,โครงการที่ 6,เยาวชน,ใหม่นาเพียง,ด่านขุนทด,ยโสธร
1118,โครงการที่ 5,ขยะ,เชียงสือ,ตาลสุม,สระแก้ว
1119,โครงการที่ 15,โรคไม่ติดต่อ,เกษมทรัพย์,สูงเนิน,มหาสารคาม
1120,โครงการที่ 14,ปัจจัยเสี่ยง,ยุ้งทะลาย,ภูสิงห์,ชลบุรี
1121,โครงการที่ 19,บุหรี่ไฟฟ้า,นาหมอศรี,เมืองอุบลราชธานี,อุดรธานี
1122,โครงการที่ 6,ขยะ,ท่าเสา,ยางชุมน้อย,ราชบุรี
1123,โครงการที่ 9,บุหรี่ไฟฟ้า,แก่งโสภา,สำโรงทาบ,ปราจีนบุรี
1124,โครงการที่ 2,น้ำ,บ้านแฮด,คำเขื่อนแก้ว,ขอนแก่น
1125,โครงการที่ 17,ขยะ,ศาลาด่าน,ศรีสำโรง,เชียงใหม่
1126,โครงการที่ 1,น้ำ,นิยมชัย,เมืองนครราชสีมา,ชัยภูมิ
1127,โครงการที่ 18,ปัจจัยเสี่ยง,จะกว๊ะ,บุ่งคล้า,พระนครศรีอยุธยา
1128,โครงการที่ 11,ขยะ,ท่าหลวง,ท่าแพ,ตรัง
1129,โครงการที่ 2,ความมั่นคงทางอาหาร,หนองปากโลง,ท่าอุเทน,เพชรบูรณ์
1130,โครงการที่ 20,บุหรี่ไฟฟ้า,หนองปลาไหล,กบินทร์บุรี,แม่ฮ่องสอน
1131,โครงการที่ 2,น้ำ,บ้านเกาะ,พุนพิน,กำแพงเพชร
1132,โครงการที่ 7,บุหรี่ไฟฟ้า,บ้านเจียง,ค่ายบางระจัน,เชียงราย
1133,โครงการที่ 10,ปัจจัยเสี่ยง,บ้านแก้ง,กำแพงแสน,แพร่
1134,โครงการที่ 12,ปัจจัยเสี่ยง,ป่าไม้งาม,พานทอง,ร้อยเอ็ด
1135,โครงการที่ 12,บุหรี่ไฟฟ้า,ท่างิ้ว,พานทอง,ศรีสะเกษ
1136,โครงการที่ 4,น้ำ,สุรศักดิ์,เมืองปัตตานี,อุดรธานี
1137,โครงการที่ 13,บุหรี่ไฟฟ้า,หัวสะพาน,ปากช่อง,ฉะเชิงเทรา
1138,โครงการที่ 11,ปัจจัยเสี่ยง,ทุ่งสว่าง,กมลาไสย,กระบี่
1139,โครงการที่ 5,สังคมสูงอายุ,แม่ขรี,โนนสุวรรณ,สมุทรปราการ
1140,โครงการที่ 3,น้ำ,โพนทอง,มวกเหล็ก,นครศรีธรรมราช
1141,โครงการที่ 17,ความมั่นคงทางอาหาร,ย่านซื่อ,บุณฑริก,เชียงราย
1142,โครงการที่ 16,บุหรี่ไฟฟ้า,บ้านนา,เขมราฐ,นครราชสีมา
1143,โครงการที่ 6,เยาวชน,บ้านแก้ง,ตะพานหิน,หนองคาย
1144,โครงการที่ 13,บุหรี่ไฟฟ้า,ปงยางคก,ราษีไศล,พะเยา
1145,โครงการที่ 13,ปัจจัยเสี่ยง,ศรีสว่าง,สวนผึ้ง,ลำพูน
1146,โครงการที่ 14,ขยะ,โพนแพง,บ้านบึง,กำแพงเพชร
1147,โครงการที่ 16,ขยะ,โนนรัง,นางรอง,นราธิวาส
1148,โครงการที่ 18,โรคไม่ติดต่อ,วันดาว,เชียรใหญ่,ระยอง
1149,โครงการที่ 12,ขยะ,ห้วยยาง,หนองจิก,สุราษฎร์ธานี
1150,โครงการที่ 9,ความมั่นคงทางอาหาร,สันติสุข,สันกำแพง,ชลบุรี
1151,โครงการที่ 1,ปัจจัยเสี่ยง,สามเมือง,เฉลิมพระเกียรติ,เชียงใหม่
1152,โครงการที่ 3,น้ำ,นากะชะ,โพนทอง,กาฬสินธุ์
1153,โครงการที่ 15,โรคไม่ติดต่อ,เสนา,ห้วยทับทัน,นครศรีธรรมราช
1154,โครงการที่ 17,น้ำ,สะเดา,โคกสำโรง,ศรีสะเกษ
1155,โครงการที่ 18,ขยะ,แม่ลา,นาโยง,ชุมพร
1156,โครงการที่ 20,เยาวชน,เขวาไร่,หนองขาหย่าง,เชียงใหม่
1157,โครงการที่ 3,ขยะ,ตลาดยอด,บึงสามพัน,พังงา
1158,โครงการที่ 3,เยาวชน,เลาขวัญ,โพธาราม,พระนครศรีอยุธยา
1159,โครงการที่ 3,ความมั่นคงทางอาหาร,ไผ่เขียว,เมืองปาน,ฉะเชิงเทรา
1160,โครงการที่ 16,น้ำ,เสนา,ปากเกร็ด,หนองบัวลำภู
1161,โครงการที่ 11,ปัจจัยเสี่ยง,ร่องคำ,ภูเขียว,นครพนม
1162,โครงการที่ 3,น้ำ,เนินขี้เหล็ก,วาริชภูมิ,น่าน
1163,โครงการที่ 15,สังคมสูงอายุ,คุ้งกระถิน,สะเดา,ชลบุรี
1164,โครงการที่ 9,ขยะ,ปาเสมัส,โพนพิสัย,กาฬสินธุ์
1165,โครงการที่ 6,ขยะ,หนองแก้ว,เกาะช้าง,จันทบุรี
1166,โครงการที่ 7,ความมั่นคงทางอาหาร,ทางกลาง,สามโคก,อุบลราชธานี
1167,โครงการที่ 8,สังคมสูงอายุ,ภูซาง,แกดำ,อุทัยธานี
1168,โครงการที่ 7,โรคไม่ติดต่อ,บ้านเป้า,มหาชนะชัย,ชลบุรี
1169,โครงการที่ 19,บุหรี่ไฟฟ้า,ตูม,หนองแซง,อ่างทอง
1170,โครงการที่ 3,โรคไม่ติดต่อ,ศรีสำราญ,หนองวัวซอ,สกลนคร
1171,โครงการที่ 10,สังคมสูงอายุ,ป่งไฮ,พระนครศรีอยุธยา,ขอนแก่น
1172,โครงการที่ 19,สังคมสูงอายุ,ผาตอ,แม่วงก์,อุทัยธานี
1173,โครงการที่ 7,ขยะ,ทุ่งแค้ว,ห้วยยอด,สกลนคร
1174,โครงการที่ 13,โรคไม่ติดต่อ,เหล,หนองหญ้าปล้อง,พิจิตร
1175,โครงการที่ 6,ขยะ,สันมะเค็ด,ภูสิงห์,ยโสธร
1176,โครงการที่ 11,โรคไม่ติดต่อ,บางคูวัด,คำเขื่อนแก้ว,สกลนคร
1177,โครงการที่ 16,เยาวชน,ตรวจ,เมืองสิงห์บุรี,กรุงเทพมหานคร
1178,โครงการที่ 7,เยาวชน,บ้านตะโก,พรเจริญ,อุบลราชธานี
1179,โครงการที่ 1,สังคมสูงอายุ,บ้านไร่,ภาชี,อุบลราชธานี
1180,โครงการที่ 10,น้ำ,โสธร,ชำนิ,อุบลราชธานี
1181,โครงการที่ 8,สังคมสูงอายุ,โนนศิลาเลิง,พยุหะคีรี,อำนาจเจริญ
1182,โครงการที่ 10,สังคมสูงอายุ,หนองแซง,ห้วยเม็ก,เลย
1183,โครงการที่ 20,ขยะ,สวายจีก,โพนพิสัย,สกลนคร
1184,โครงการที่ 12,สังคมสูงอายุ,นครสวรรค์ตก,สุไหงปาดี,ลำปาง
1185,โครงการที่ 5,ความมั่นคงทางอาหาร,ช้างข้าม,ปากพนัง,ราชบุรี
1186,โครงการที่ 20,น้ำ,บ้านใหม่หนองไทร,ภูสิงห์,นครราชสีมา
1187,โครงการที่ 15,บุหรี่ไฟฟ้า,บางหิน,นาแก,อุตรดิตถ์
1188,โครงการที่ 2,สังคมสูงอายุ,ละหาร,นาน้อย,นครพนม
1189,โครงการที่ 15,ปัจจัยเสี่ยง,สระแก้ว,จตุรพักตรพิมาน,กรุงเทพมหานคร
1190,โครงการที่ 6,โรคไม่ติดต่อ,ท่าข้าม,ขุขันธ์,พระนครศรีอยุธยา
1191,โครงการที่ 4,สังคมสูงอายุ,หนองกุงสวรรค์,เมืองนครปฐม,พิจิตร
1192,โครงการที่ 4,ขยะ,หนองสวรรค์,เมืองมหาสารคาม,ขอนแก่น
1193,โครงการที่ 13,บุหรี่ไฟฟ้า,บางโพธิ์เหนือ,วังโป่ง,อุบลราชธานี
1194,โครงการที่ 11,โรคไม่ติดต่อ,รอบเมือง,เกษตรวิสัย,นราธิวาส
1195,โครงการที่ 8,สังคมสูงอายุ,โป่งงาม,ท่าแพ,ปทุมธานี
1196,โครงการที่ 17,ปัจจัยเสี่ยง,บ้านคา,หนองฉาง,หนองบัวลำภู
1197,โครงการที่ 11,บุหรี่ไฟฟ้า,เมืองลีง,ฮอด,สระบุรี
1198,โครงการที่ 20,บุหรี่ไฟฟ้า,นายาง,หนองหญ้าปล้อง,ฉะเชิงเทรา
1199,โครงการที่ 12,เยาวชน,สามพราน,ภูเวียง,ลำพูน
1200,โครงการที่ 7,บุหรี่ไฟฟ้า,ทุ่งสะโตก,ครบุรี,น่าน
1201,โครงการที่ 12,ปัจจัยเสี่ยง,นบปริง,ฆ้องชัย,ชัยนาท
1202,โครงการที่ 5,ขยะ,ชิงโค,ท่าปลา,ศรีสะเกษ
1203,โครงการที่ 16,ความมั่นคงทางอาหาร,ทาสบเส้า,เมืองลพบุรี,ชัยภูมิ
1204,โครงการที่ 4,ปัจจัยเสี่ยง,โคกหม้อ,หางดง,หนองบัวลำภู
1205,โครงการที่ 1,น้ำ,สนามคลี,เมืองระนอง,กำแพงเพชร
1206,โครงการที่ 13,สังคมสูงอายุ,ไผ่วง,พนมไพร,มุกดาหาร
1207,โครงการที่ 20,ปัจจัยเสี่ยง,บุญเรือง,ไทรน้อย,ตรัง
1208,โครงการที่ 10,โรคไม่ติดต่อ,พลับพลา,บ้านด่าน,พระนครศรีอยุธยา
1209,โครงการที่ 5,ขยะ,บ้านสระ,บางบาล,กรุงเทพมหานคร
1210,โครงการที่ 5,เยาวชน,หัวหว้า,เมืองราชบุรี,อุตรดิตถ์
1211,โครงการที่ 13,สังคมสูงอายุ,หนองแวง,สระใคร,เชียงราย
1212,โครงการที่ 20,ปัจจัยเสี่ยง,เกาะจันทร์,บางปะกง,อุบลราชธานี
1213,โครงการที่ 7,น้ำ,สามหมื่น,เวียงสา,อุตรดิตถ์
1214,โครงการที่ 20,ความมั่นคงทางอาหาร,คลองเกตุ,นาแก,สระบุรี
1215,โครงการที่ 1,เยาวชน,สมเด็จเจ้าพระยา,ธาตุพนม,จันทบุรี
1216,โครงการที่ 19,บุหรี่ไฟฟ้า,หนองนาแซง,ภูเวียง,อุดรธานี
1217,โครงการที่ 20,โรคไม่ติดต่อ,ท่าเมือง,ศรีวิไล,ฉะเชิงเทรา
1218,โครงการที่ 10,ขยะ,ก้านเหลือง,วังชิ้น,สกลนคร
1219,โครงการที่ 18,บุหรี่ไฟฟ้า,ท่าดอกคำ,เมืองพิจิตร,พิษณุโลก
1220,โครงการที่ 4,ขยะ,งิ้วงาม,บางปลาม้า,เลย
1221,โครงการที่ 4,โรคไม่ติดต่อ,ท่าหิน,ศรีสมเด็จ,พัทลุง
1222,โครงการที่ 9,โรคไม่ติดต่อ,หนองบัว,บ้านฝาง,อุดรธานี
1223,โครงการที่ 9,บุหรี่ไฟฟ้า,หนองเหล็ก,เมืองพังงา,เชียงราย
1224,โครงการที่ 4,ปัจจัยเสี่ยง,พระเหลา,เมืองสมุทรสงคราม,สระแก้ว
1225,โครงการที่ 17,โรคไม่ติดต่อ,แม่ตาว,วังหิน,หนองบัวลำภู
1226,โครงการที่ 17,ปัจจัยเสี่ยง,ปากช่อง,สรรคบุรี,ศรีสะเกษ
1227,โครงการที่ 11,เยาวชน,บ้านแพน,หางดง,น่าน
1228,โครงการที่ 6,น้ำ,โคกตะเคียน,จตุรพักตรพิมาน,ร้อยเอ็ด
1229,โครงการที่ 5,สังคมสูงอายุ,กาฬสินธุ์,แม่สะเรียง,สุพรรณบุรี
1230,โครงการที่ 15,โรคไม่ติดต่อ,ม่วง,ดอยสะเก็ด,กำแพงเพชร
1231,โครงการที่ 11,ปัจจัยเสี่ยง,หนองพลวง,หนองสูง,นครศรีธรรมราช
1232,โครงการที่ 6,น้ำ,บางตาเถร,ไทรน้อย,เลย
1233,โครงการที่ 2,ปัจจัยเสี่ยง,หนองบัว,ท่าชนะ,ราชบุรี
1234,โครงการที่ 1,โรคไม่ติดต่อ,บางสีทอง,ด่านซ้าย,กาญจนบุรี
1235,โครงการที่ 6,ความมั่นคงทางอาหาร,ป่าก่อดำ,เมืองอุดรธานี,ลำพูน
1236,โครงการที่ 6,น้ำ,เมืองเล็น,เพ็ญ,แม่ฮ่องสอน
1237,โครงการที่ 20,โรคไม่ติดต่อ,เขาคันทรง,บางบัวทอง,ชัยภูมิ
1238,โครงการที่ 3,บุหรี่ไฟฟ้า,ศรีมงคล,ทุ่งใหญ่,ราชบุรี
1239,โครงการที่ 18,ขยะ,สำนักแต้ว,เมืองปัตตานี,นครปฐม
1240,โครงการที่ 20,ขยะ,นิคมพัฒนา,ปากชม,ร้อยเอ็ด
1241,โครงการที่ 1,ขยะ,บางปะหัน,เมืองพัทลุง,หนองคาย
1242,โครงการที่ 14,น้ำ,เจ็ดเสมียน,บ้านไผ่,ลพบุรี
1243,โครงการที่ 7,ความมั่นคงทางอาหาร,บางใหญ่,ทุ่งใหญ่,สุราษฎร์ธานี
1244,โครงการที่ 7,โรคไม่ติดต่อ,คุ้มเก่า,แก้งสนามนาง,อุทัยธานี
1245,โครงการที่ 18,ขยะ,ดอนชมพู,บ้านแหลม,อุทัยธานี
1246,โครงการที่ 10,ขยะ,ภูผาหมอก,พิชัย,ศรีสะเกษ
1247,โครงการที่ 16,ความมั่นคงทางอาหาร,เสาชิงช้า,วังโป่ง,นครศรีธรรมราช
1248,โครงการที่ 1,เยาวชน,ทุ่งยาว,จังหาร,แพร่
1249,โครงการที่ 4,ปัจจัยเสี่ยง,ปราสาท,อุทัย,สุโขทัย
1250,โครงการที่ 15,สังคมสูงอายุ,ทัพไทย,ท่ามะกา,นครศรีธรรมราช
1251,โครงการที่ 15,ขยะ,ชีน้ำร้าย,โคกโพธิ์,สุราษฎร์ธานี
1252,โครงการที่ 20,บุหรี่ไฟฟ้า,หนองกุง,ร้องกวาง,ตรัง
1253,โครงการที่ 17,บุหรี่ไฟฟ้า,หนองกี่,แม่สอด,น่าน
1254,โครงการที่ 12,ความมั่นคงทางอาหาร,โคกสลุด,บัวใหญ่,เชียงราย
1255,โครงการที่ 9,ขยะ,โนนขมิ้น,ไพรบึง,สุราษฎร์ธานี
1256,โครงการที่ 16,เยาวชน,โคกสะบ้า,แม่ลาว,ตราด
1257,โครงการที่ 11,ขยะ,ปากแพรก,สว่างวีระวงศ์,กำแพงเพชร
1258,โครงการที่ 13,โรคไม่ติดต่อ,นิคมพัฒนา,สตึก,เชียงใหม่
1259,โครงการที่ 8,ขยะ,จระเข้หิน,เมืองปทุมธานี,ชัยภูมิ
1260,โครงการที่ 12,สังคมสูงอายุ,จองถนน,ท่าวุ้ง,นครราชสีมา
1261,โครงการที่ 18,ปัจจัยเสี่ยง,นาสีนวล,เมืองสุรินทร์,กาฬสินธุ์
1262,โครงการที่ 5,เยาวชน,วังงิ้ว,วังน้ำเขียว,นครพนม
1263,โครงการที่ 4,ขยะ,หนองนกไข่,ท่าเรือ,ปทุมธานี
1264,โครงการที่ 11,เยาวชน,พระเหลา,ยางชุมน้อย,ชัยภูมิ
1265,โครงการที่ 8,ขยะ,บางตะพง,บ้านแฮด,นครปฐม
1266,โครงการที่ 6,น้ำ,หนองขาม,ด่านมะขามเตี้ย,มุกดาหาร
1267,โครงการที่ 12,โรคไม่ติดต่อ,หนองผักนาก,แก่งคอย,บุรีรัมย์
1268,โครงการที่ 1,บุหรี่ไฟฟ้า,ดงมะไฟ,เมืองศรีสะเกษ,นครปฐม
1269,โครงการที่ 17,ขยะ,ทุ่งทราย,กระนวน,เชียงใหม่
1270,โครงการที่ 18,น้ำ,บางจาก,เมืองนครราชสีมา,พิจิตร
1271,โครงการที่ 9,บุหรี่ไฟฟ้า,ไร่พัฒนา,มายอ,จันทบุรี
1272,โครงการที่ 11,ปัจจัยเสี่ยง,พะทาย,ดอยสะเก็ด,นครปฐม
1273,โครงการที่ 19,ความมั่นคงทางอาหาร,ทุ่งฝาย,ศรีมโหสถ,เชียงราย
1274,โครงการที่ 19,ปัจจัยเสี่ยง,บ้านใหม่,สูงเนิน,ฉะเชิงเทรา
1275,โครงการที่ 18,ปัจจัยเสี่ยง,สองพี่น้อง,พาน,นนทบุรี
1276,โครงการที่ 10,โรคไม่ติดต่อ,โพสาวหาญ,ฉวาง,ตรัง
1277,โครงการที่ 4,น้ำ,มะขามหลวง,ชาติตระการ,นครราชสีมา
1278,โครงการที่ 11,ขยะ,ท่ากุ่ม,โพนพิสัย,ศรีสะเกษ
1279,โครงการที่ 20,ความมั่นคงทางอาหาร,ทรายขาว,มวกเหล็ก,ยะลา
1280,โครงการที่ 14,โรคไม่ติดต่อ,ป่าโมก,หนองนาคำ,นครปฐม
1281,โครงการที่ 17,ความมั่นคงทางอาหาร,ตลุกดู่,เสนา,เพชรบูรณ์
1282,โครงการที่ 1,บุหรี่ไฟฟ้า,ดงขี้เหล็ก,ชะอำ,สุพรรณบุรี
1283,โครงการที่ 20,ปัจจัยเสี่ยง,หนองใหญ่,เขื่องใน,อุบลราชธานี
1284,โครงการที่ 12,สังคมสูงอายุ,หินกอง,หนองบัวระเหว,พัทลุง
1285,โครงการที่ 14,สังคมสูงอายุ,กู่ทอง,เฉลิมพระเกียรติ,มุกดาหาร
1286,โครงการที่ 9,โรคไม่ติดต่อ,บ่อโพธิ์,จตุจักร,กาญจนบุรี
1287,โครงการที่ 2,สังคมสูงอายุ,นาสาร,โพนทราย,ปัตตานี
1288,โครงการที่ 20,เยาวชน,นาโส่,ฝาง,กำแพงเพชร
1289,โครงการที่ 19,ปัจจัยเสี่ยง,ด่านชุมพล,สูงเนิน,พระนครศรีอยุธยา
1290,โครงการที่ 19,เยาวชน,หนองหิน,ประโคนชัย,พะเยา
1291,โครงการที่ 13,โรคไม่ติดต่อ,ชุมพลบุรี,แม่แตง,สุพรรณบุรี
1292,โครงการที่ 18,เยาวชน,เขาตูม,เมืองเชียงราย,ปทุมธานี
1293,โครงการที่ 8,เยาวชน,ตับเต่า,บางน้ำเปรี้ยว,เพชรบุรี
1294,โครงการที่ 18,ขยะ,พระยาทด,นากลาง,ปัตตานี
1295,โครงการที่ 15,ขยะ,ปากแจ่ม,โพนทราย,พระนครศรีอยุธยา
1296,โครงการที่ 5,โรคไม่ติดต่อ,โพไร่หวาน,ปากพนัง,ร้อยเอ็ด
1297,โครงการที่ 19,ความมั่นคงทางอาหาร,โพนงาม,พระนครศรีอยุธยา,นครนายก
1298,โครงการที่ 10,สังคมสูงอายุ,กันทรารมย์,หนองเรือ,ตรัง
1299,โครงการที่ 13,ความมั่นคงทางอาหาร,ลำลูกบัว,บรบือ,สุรินทร์
1300,โครงการที่ 1,ขยะ,คุ้งตะเภา,เมืองปัตตานี,ลำปาง
1301,โครงการที่ 19,ปัจจัยเสี่ยง,ตะโละ,บางแค,อ่างทอง
1302,โครงการที่ 19,เยาวชน,สำโรงทาบ,บางปะอิน,น่าน
1303,โครงการที่ 12,ขยะ,ศรีนคร,วาริชภูมิ,หนองคาย
1304,โครงการที่ 12,ขยะ,บ้านน้อย,ท่าใหม่,ยะลา
1305,โครงการที่ 1,สังคมสูงอายุ,แม่คง,วัดเพลง,นครปฐม
1306,โครงการที่ 4,ความมั่นคงทางอาหาร,เกาะเกร็ด,เมืองแพร่,ขอนแก่น
1307,โครงการที่ 5,ขยะ,เขาไม้แก้ว,สตึก,ฉะเชิงเทรา
1308,โครงการที่ 12,เยาวชน,ยะรม,พุทไธสง,ลพบุรี
1309,โครงการที่ 5,ขยะ,ยางขี้นก,บ้านนาสาร,บุรีรัมย์
1310,โครงการที่ 20,น้ำ,ระวะ,เมืองนครศรีธรรมราช,กรุงเทพมหานคร
1311,โครงการที่ 6,เยาวชน,น้ำเกี๋ยน,นาหว้า,ปราจีนบุรี
1312,โครงการที่ 13,ขยะ,ท่าทราย,บรบือ,สุรินทร์
1313,โครงการที่ 20,โรคไม่ติดต่อ,โพนแพง,บ้านด่าน,กรุงเทพมหานคร
1314,โครงการที่ 18,ปัจจัยเสี่ยง,วังไทร,ปง,นครพนม
1315,โครงการที่ 1,บุหรี่ไฟฟ้า,สองคอน,เฉลิมพระเกียรติ,ชัยภูมิ
1316,โครงการที่ 11,โรคไม่ติดต่อ,สักหลง,เมืองหนองบัวลำภู,พะเยา
1317,โครงการที่ 9,ขยะ,ฉาง,จตุรพักตรพิมาน,อุดรธานี
1318,โครงการที่ 9,สังคมสูงอายุ,บ้านพลวง,เชียรใหญ่,ลพบุรี
1319,โครงการที่ 7,บุหรี่ไฟฟ้า,บางแค,ศีขรภูมิ,นครนายก
1320,โครงการที่ 12,ปัจจัยเสี่ยง,วัดจันทร์,ตระการพืชผล,สระแก้ว
1321,โครงการที่ 15,เยาวชน,แร่,เมืองกาญจนบุรี,นครราชสีมา
1322,โครงการที่ 2,ขยะ,แสลง,ทุ่งศรีอุดม,นครศรีธรรมราช
1323,โครงการที่ 3,น้ำ,บ้านเป้า,เมืองกำแพงเพชร,กรุงเทพมหานคร
1324,โครงการที่ 17,บุหรี่ไฟฟ้า,หนองบัวบาน,บ่อทอง,กาญจนบุรี
1325,โครงการที่ 3,ปัจจัยเสี่ยง,แม่แฝก,ภูหลวง,พิษณุโลก
1326,โครงการที่ 16,เยาวชน,เขารวก,เมืองยะลา,ปทุมธานี
1327,โครงการที่ 20,ความมั่นคงทางอาหาร,วังขอนขว้าง,หนองแขม,นครปฐม
1328,โครงการที่ 15,ความมั่นคงทางอาหาร,กะลุวอเหนือ,ชุมแสง,สมุทรสาคร
1329,โครงการที่ 16,เยาวชน,ลิดล,ชนบท,นครสวรรค์
1330,โครงการที่ 11,โรคไม่ติดต่อ,ท่างาม,หนองม่วงไข่,ลพบุรี
1331,โครงการที่ 12,ขยะ,กะลุวอ,เมืองศรีสะเกษ,นนทบุรี
1332,โครงการที่ 4,ปัจจัยเสี่ยง,น้ำตก,ไชยา,พังงา
1333,โครงการที่ 1,สังคมสูงอายุ,โคคลาน,ปง,สมุทรสงคราม
1334,โครงการที่ 20,ความมั่นคงทางอาหาร,แก้งกอก,เมืองน่าน,ชุมพร
1335,โครงการที่ 5,ความมั่นคงทางอาหาร,นาคู่,พยุหะคีรี,พิษณุโลก
1336,โครงการที่ 3,เยาวชน,โคกงาม,ชื่นชม,อุบลราชธานี
1337,โครงการที่ 7,สังคมสูงอายุ,ท่าขอนยาง,เมืองพังงา,ร้อยเอ็ด
1338,โครงการที่ 5,น้ำ,ช้างใหญ่,เมืองตราด,ปัตตานี
1339,โครงการที่ 6,ปัจจัยเสี่ยง,ไทรน้อย,ขาณุวรลักษบุรี,เชียงใหม่
1340,โครงการที่ 16,บุหรี่ไฟฟ้า,ท่าช้าง,เพ็ญ,ชัยภูมิ
1341,โครงการที่ 9,ขยะ,บ้านใหญ่,ขลุง,ขอนแก่น
1342,โครงการที่ 13,เยาวชน,เมืองบัว,ศรีสมเด็จ,อุบลราชธานี
1343,โครงการที่ 13,น้ำ,นาเสียว,โกรกพระ,มุกดาหาร
1344,โครงการที่ 1,เยาวชน,หนองหญ้าปล้อง,เมืองสกลนคร,นครปฐม
1345,โครงการที่ 7,สังคมสูงอายุ,หนองเรือ,เชียงคำ,ร้อยเอ็ด
1346,โครงการที่ 2,โรคไม่ติดต่อ,ดอนเมือง,สร้างคอม,ยะลา
1347,โครงการที่ 5,ปัจจัยเสี่ยง,นาฝาย,ปากเกร็ด,นครนายก
1348,โครงการที่ 9,ปัจจัยเสี่ยง,ดินแดง,วารินชำราบ,กาฬสินธุ์
1349,โครงการที่ 6,ปัจจัยเสี่ยง,สมหวัง,เปือยน้อย,นครพนม
1350,โครงการที่ 9,เยาวชน,กมลา,เดิมบางนางบวช,ขอนแก่น
1351,โครงการที่ 5,โรคไม่ติดต่อ,ช่อผกา,แม่จริม,ร้อยเอ็ด
1352,โครงการที่ 9,ปัจจัยเสี่ยง,บางมัญ,เมืองชุมพร,มหาสารคาม
1353,โครงการที่ 13,ขยะ,ขามสมบูรณ์,วารินชำราบ,ชัยภูมิ
1354,โครงการที่ 11,โรคไม่ติดต่อ,โคกกรวด,แกลง,สุพรรณบุรี
1355,โครงการที่ 11,สังคมสูงอายุ,ศาลาแดง,วังสะพุง,สมุทรสงคราม
1356,โครงการที่ 12,น้ำ,สวนกล้วย,เมืองพิษณุโลก,นครปฐม
1357,โครงการที่ 12,น้ำ,ห้วยสัตว์ใหญ่,บรรพตพิสัย,กาฬสินธุ์
1358,โครงการที่ 14,โรคไม่ติดต่อ,กาวะ,ภูหลวง,ชัยภูมิ
1359,โครงการที่ 1,เยาวชน,ดงลิง,เมืองชลบุรี,กรุงเทพมหานคร
1360,โครงการที่ 1,ความมั่นคงทางอาหาร,บ้านแอ่น,เมืองนครพนม,สุรินทร์
