pid,p_name,p_issue,p_sub_district,p_district,p_province
990,โครงการที่ 12,เด็กและเยาวชน,โนนสวาง,เมืองนครสวรรค์,สมุทรปราการ
991,โครงการที่ 6,สุขภาพกาย,ฮอด,ท่ามะกา,ศรีสะเกษ
992,โครงการที่ 20,เหล้าบุหรี่,ท่าไม้,คำเขื่อนแก้ว,นครราชสีมา
993,โครงการที่ 18,สุขภาพกาย,หนองกอมเกาะ,เขาสมิง,พระนครศรีอยุธยา
994,โครงการที่ 7,สุขภาพกาย,คำโตนด,กะเปอร์,กรุงเทพมหานคร
995,โครงการที่ 4,การจัดการน้ำ,หนองแหน,บ้านโพธิ์,อุบลราชธานี
996,โครงการที่ 8,การจัดการน้ำ,พุ่มแก,เสนา,นครราชสีมา
997,โครงการที่ 19,การจัดการน้ำ,หนองปลิง,ท่าอุเทน,ฉะเชิงเทรา
998,โครงการที่ 19,ผู้สูงอายุ,สงเปลือย,มวกเหล็ก,ชุมพร
999,โครงการที่ 8,สุขภาพกาย,ป่าไร่,พนมสารคาม,อุดรธานี
1000,โครงการที่ 17,เด็กและเยาวชน,หลักชัย,เดิมบางนางบวช,ราชบุรี
1001,โครงการที่ 8,ผู้สูงอายุ,บึงบอน,ปง,สุราษฎร์ธานี
1002,โครงการที่ 13,สิ่งแวดล้อม,สมหวัง,ดอกคำใต้,ชัยนาท
1003,โครงการที่ 8,การจัดการน้ำ,ดู่,กำแพงแสน,นครสวรรค์
1004,โครงการที่ 2,เหล้าบุหรี่,วังใหญ่,เขาย้อย,นครปฐม
1005,โครงการที่ 6,สุขภาพกาย,โพนทอง,เทิง,สตูล
1006,โครงการที่ 20,สิ่งแวดล้อม,บางช้าง,โคกเจริญ,เชียงใหม่
1007,โครงการที่ 20,สิ่งแวดล้อม,สระทะเล,เดชอุดม,สระบุรี
1008,โครงการที่ 12,การจัดการน้ำ,หนองใหญ่,แว้ง,อุบลราชธานี
1009,โครงการที่ 12,เหล้าบุหรี่,สระสี่มุม,บ้านแท่น,นครศรีธรรมราช
1010,โครงการที่ 13,เหล้าบุหรี่,บ่อแก้ว,โนนสัง,เชียงใหม่
1011,โครงการที่ 19,การจัดการน้ำ,สำโรงปราสาท,เมืองนครราชสีมา,สระบุรี
1012,โครงการที่ 6,ผู้สูงอายุ,เขาปูน,พิปูน,ขอนแก่น
1013,โครงการที่ 17,เด็กและเยาวชน,เคร็ง,แกดำ,ราชบุรี
1014,โครงการที่ 16,ผู้สูงอายุ,หนองโรง,อินทร์บุรี,ฉะเชิงเทรา
1015,โครงการที่ 11,สุขภาพกาย,จะทิ้งพระ,บรรพตพิสัย,แม่ฮ่องสอน
1016,โครงการที่ 20,ผู้สูงอายุ,บางพลวง,บางบ่อ,กรุงเทพมหานคร
1017,โครงการที่ 2,เด็กและเยาวชน,ปากพระ,เมืองสกลนคร,หนองคาย
1018,โครงการที่ 6,เหล้าบุหรี่,พ้อแดง,เขาพนม,ยโสธร
1019,โครงการที่ 2,เด็กและเยาวชน,ปึกเตียน,เมืองหนองคาย,อุบลราชธานี
1020,โครงการที่ 20,การจัดการน้ำ,แม่หละ,กันตัง,นครพนม
1021,โครงการที่ 15,เด็กและเยาวชน,พิกุล,เมืองหนองคาย,หนองคาย
1022,โครงการที่ 19,เด็กและเยาวชน,ขุนแก้ว,พยุห์,สระแก้ว
1023,โครงการที่ 10,สุขภาพกาย,บ้านพี้,สามชัย,อุดรธานี
1024,โครงการที่ 2,การจัดการน้ำ,โนนสมบูรณ์,สีคิ้ว,ขอนแก่น
1025,โครงการที่ 6,เหล้าบุหรี่,เขมราฐ,วานรนิวาส,เชียงราย
1026,โครงการที่ 10,เด็กและเยาวชน,ธรรมเสน,โขงเจียม,ปัตตานี
1027,โครงการที่ 1,ผู้สูงอายุ,เขานิเวศน์,คีรีมาศ,อุทัยธานี
1028,โครงการที่ 14,สิ่งแวดล้อม,ห้วยบง,สวี,พระนครศรีอยุธยา
1029,โครงการที่ 18,สิ่งแวดล้อม,ศรีเมืองชุม,รัตนบุรี,มหาสารคาม
1030,โครงการที่ 14,สิ่งแวดล้อม,ดอนหญ้านาง,ศรีราชา,สุราษฎร์ธานี
1031,โครงการที่ 3,การจัดการน้ำ,โสกแสง,สีดา,ภูเก็ต
1032,โครงการที่ 18,เหล้าบุหรี่,แม่แฝก,หล่มสัก,บึงกาฬ
1033,โครงการที่ 3,เด็กและเยาวชน,ลำนางรอง,บ้านนาเดิม,ยะลา
1034,โครงการที่ 19,สุขภาพกาย,แม่สาย,แม่สาย,สุรินทร์
1035,โครงการที่ 6,สุขภาพกาย,โคกหม้อ,คลองหลวง,สระบุรี
1036,โครงการที่ 18,สุขภาพกาย,ห้วยแร้ง,เมืองปทุมธานี,สุราษฎร์ธานี
1037,โครงการที่ 1,การจัดการน้ำ,ทับช้าง,ปราสาท,เชียงราย
1038,โครงการที่ 5,สุขภาพกาย,คลองเส,ผาขาว,ราชบุรี
1039,โครงการที่ 1,เหล้าบุหรี่,บ่อตรุ,ทรายทองวัฒนา,นครราชสีมา
1040,โครงการที่ 13,สุขภาพกาย,บึงทับแรต,แม่เมาะ,เพชรบุรี
1041,โครงการที่ 6,ผู้สูงอายุ,โคกสลุง,หนองแค,นครพนม
1042,โครงการที่ 6,ผู้สูงอายุ,สำนักขาม,สิชล,สุรินทร์
1043,โครงการที่ 3,เหล้าบุหรี่,ศาลเจ้าพ่อเสือ,ทุ่งเสลี่ยม,ร้อยเอ็ด
1044,โครงการที่ 20,เหล้าบุหรี่,ปากตะโก,ศรีสงคราม,ร้อยเอ็ด
1045,โครงการที่ 1,การจัดการน้ำ,หัวดง,เสนางคนิคม,ปราจีนบุรี
1046,โครงการที่ 9,ผู้สูงอายุ,บ้านเดื่อ,เมืองราชบุรี,ราชบุรี
1047,โครงการที่ 10,การจัดการน้ำ,เลิงใต้,สองพี่น้อง,สุราษฎร์ธานี
1048,โครงการที่ 9,การจัดการน้ำ,บางน้ำผึ้ง,ท่าม่วง,สระบุรี
1049,โครงการที่ 2,สุขภาพกาย,คูขาด,ทุ่งใหญ่,สุรินทร์
1050,โครงการที่ 18,ผู้สูงอายุ,วัดหลวง,เมืองราชบุรี,จันทบุรี
1051,โครงการที่ 11,เด็กและเยาวชน,โคกขี้หนอน,ห้างฉัตร,พระนครศรีอยุธยา
1052,โครงการที่ 12,การจัดการน้ำ,ขนอนหลวง,สอง,กำแพงเพชร
1053,โครงการที่ 1,การจัดการน้ำ,องครักษ์,เดชอุดม,บึงกาฬ
1054,โครงการที่ 9,เด็กและเยาวชน,วังโบสถ์,คอนสวรรค์,เชียงใหม่
1055,โครงการที่ 1,สุขภาพกาย,มะขามเตี้ย,พนมทวน,สระบุรี
1056,โครงการที่ 3,ผู้สูงอายุ,แม่แรม,ระแงะ,สมุทรสาคร
1057,โครงการที่ 4,เหล้าบุหรี่,เหล่ากอหก,บางปะอิน,นครพนม
1058,โครงการที่ 8,การจัดการน้ำ,กุดปลาดุก,นครไทย,อุบลราชธานี
1059,โครงการที่ 3,เหล้าบุหรี่,บุ่งมะแลง,สวี,พิษณุโลก
1060,โครงการที่ 13,สุขภาพกาย,ห้วยหมอนทอง,เทพา,กรุงเทพมหานคร
1061,โครงการที่ 10,เหล้าบุหรี่,เลม็ด,เมืองอุบลราชธานี,จันทบุรี
1062,โครงการที่ 5,ผู้สูงอายุ,เอือดใหญ่,เมืองแพร่,พิจิตร
1063,โครงการที่ 8,ผู้สูงอายุ,เหมืองหม้อ,กำแพงแสน,พิจิตร
1064,โครงการที่ 15,เหล้าบุหรี่,หนองแวง,ศรีมหาโพธิ,อ่างทอง
1065,โครงการที่ 4,เหล้าบุหรี่,สีแก้ว,จัตุรัส,อุตรดิตถ์
1066,โครงการที่ 16,การจัดการน้ำ,บางขุนเทียน,น้ำขุ่น,เชียงใหม่
1067,โครงการที่ 20,เด็กและเยาวชน,ดอนมัน,บ้านค่าย,บุรีรัมย์
1068,โครงการที่ 16,สุขภาพกาย,ฮางโฮง,บ้านกรวด,สกลนคร
1069,โครงการที่ 18,สุขภาพกาย,กะลุวอ,ศีขรภูมิ,ปราจีนบุรี
1070,โครงการที่ 9,เด็กและเยาวชน,ท่าพระยา,โพนสวรรค์,ศรีสะเกษ
1071,โครงการที่ 20,การจัดการน้ำ,ตระแสง,พนมไพร,ศรีสะเกษ
1072,โครงการที่ 6,สุขภาพกาย,บางแค,โพธาราม,สระบุรี
1073,โครงการที่ 17,การจัดการน้ำ,บางพลี,คูเมือง,พระนครศรีอยุธยา
1074,โครงการที่ 7,การจัดการน้ำ,อิสาณ,นิคมคำสร้อย,นครศรีธรรมราช
1075,โครงการที่ 20,เด็กและเยาวชน,รังแร้ง,นาดูน,นครสวรรค์
1076,โครงการที่ 3,ผู้สูงอายุ,บ้านใหม่คลองเคียน,ปลวกแดง,ลพบุรี
1077,โครงการที่ 8,สุขภาพกาย,พระซอง,วัดโบสถ์,นครพนม
1078,โครงการที่ 5,สุขภาพกาย,ทุ่งกวาว,ศรีประจันต์,อุบลราชธานี
1079,โครงการที่ 16,สุขภาพกาย,ปอภาร  (ปอพาน),เมืองร้อยเอ็ด,มหาสารคาม
1080,โครงการที่ 17,ผู้สูงอายุ,น้ำร้อน,คลองหอยโข่ง,อุดรธานี
1081,โครงการที่ 8,เหล้าบุหรี่,ห้วยส้ม,เมืองลพบุรี,ราชบุรี
1082,โครงการที่ 10,สุขภาพกาย,ทุ่งทอง,เมืองสุโขทัย,นครปฐม
1083,โครงการที่ 7,ผู้สูงอายุ,พระยาบันลือ,คำตากล้า,แม่ฮ่องสอน
1084,โครงการที่ 6,เด็กและเยาวชน,บ้านถ่อน,พนา,กาฬสินธุ์
1085,โครงการที่ 11,การจัดการน้ำ,บางนาง,เฉลิมพระเกียรติ,ปัตตานี
1086,โครงการที่ 3,สุขภาพกาย,ไชยวัฒนา,กบินทร์บุรี,เลย
1087,โครงการที่ 17,เด็กและเยาวชน,ควนขัน,แก่งหางแมว,อุบลราชธานี
1088,โครงการที่ 11,เด็กและเยาวชน,ชำนิ,รัษฎา,นครสวรรค์
1089,โครงการที่ 7,เหล้าบุหรี่,คอนสวรรค์,โนนสูง,อุบลราชธานี
1090,โครงการที่ 5,ผู้สูงอายุ,โพทะเล,โพทะเล,สุราษฎร์ธานี
1091,โครงการที่ 17,เด็กและเยาวชน,ห้วยยาง,แม่ลาน้อย,ฉะเชิงเทรา
1092,โครงการที่ 4,เหล้าบุหรี่,ทุ่งอรุณ,ประจันตคาม,นราธิวาส
1093,โครงการที่ 2,ผู้สูงอายุ,โพธิ์รังนก,ตรอน,อุดรธานี
1094,โครงการที่ 17,สิ่งแวดล้อม,วังไทร,วัฒนานคร,อุตรดิตถ์
1095,โครงการที่ 8,เหล้าบุหรี่,ท่าชะมวง,ท่าอุเทน,สระแก้ว
1096,โครงการที่ 3,เหล้าบุหรี่,ศาลาแดง,นครหลวง,ปัตตานี
1097,โครงการที่ 13,การจัดการน้ำ,ขุหลุ,เดชอุดม,ปทุมธานี
1098,โครงการที่ 12,เด็กและเยาวชน,วังอิทก,หนองใหญ่,ตราด
1099,โครงการที่ 10,เด็กและเยาวชน,หนองโพธิ์,เมืองหนองคาย,เพชรบูรณ์
1100,โครงการที่ 7,เด็กและเยาวชน,ห้วยบง,บางระกำ,ศรีสะเกษ
1101,โครงการที่ 6,การจัดการน้ำ,หาดสองแคว,ขุนยวม,มุกดาหาร
1102,โครงการที่ 9,สิ่งแวดล้อม,โพนงาม,ดอกคำใต้,อุบลราชธานี
1103,โครงการที่ 16,เหล้าบุหรี่,รุง,แม่แตง,อุทัยธานี
1104,โครงการที่ 11,การจัดการน้ำ,ระโสม,ขุนหาญ,พิจิตร
1105,โครงการที่ 8,ผู้สูงอายุ,บ้านน้อย,ชานุมาน,ลำปาง
1106,โครงการที่ 7,เด็กและเยาวชน,จิกสังข์ทอง,ปากช่อง,เพชรบูรณ์
1107,โครงการที่ 14,สุขภาพกาย,หนองเมือง,โพธิ์ทอง,พังงา
1108,โครงการที่ 18,สุขภาพกาย,ทุ่งครุ,เมืองพังงา,กรุงเทพมหานคร
1109,โครงการที่ 3,เด็กและเยาวชน,เสือหึง,ท่ามะกา,น่าน
1110,โครงการที่ 17,การจัดการน้ำ,คุระ,ชำนิ,หนองคาย
1111,โครงการที่ 10,เหล้าบุหรี่,ตรวจ,จักราช,ขอนแก่น
1112,โครงการที่ 7,สุขภาพกาย,ห้วยมุ่น,อรัญประเทศ,เชียงใหม่
1113,โครงการที่ 8,สิ่งแวดล้อม,หนองแก,สะบ้าย้อย,มหาสารคาม
1114,โครงการที่ 10,ผู้สูงอายุ,นิยมชัย,ภูเวียง,กรุงเทพมหานคร
1115,โครงการที่ 17,การจัดการน้ำ,วัดจันทร์,แม่แตง,ศรีสะเกษ
1116,โครงการที่ 20,ผู้สูงอายุ,ควนปริง,สิชล,อุทัยธานี
1117,โครงการที่ 12,เด็กและเยาวชน,โนนป่าซาง,เมืองมหาสารคาม,อุดรธานี
1118,โครงการที่ 20,สิ่งแวดล้อม,นาพันสาม,ทองผาภูมิ,ปทุมธานี
1119,โครงการที่ 4,ผู้สูงอายุ,คลองพลู,เวียงเก่า,พิจิตร
1120,โครงการที่ 2,ผู้สูงอายุ,ท่าช้าง,ทุ่งสง,เพชรบูรณ์
1121,โครงการที่ 20,เด็กและเยาวชน,พนอม,ภูผาม่าน,สุรินทร์
1122,โครงการที่ 8,เด็กและเยาวชน,หนองบัว,บางใหญ่,แพร่
1123,โครงการที่ 4,สิ่งแวดล้อม,บ้านเพิ่ม,วังเหนือ,ลำปาง
1124,โครงการที่ 2,เหล้าบุหรี่,กุดชมภู,ภูเรือ,กาฬสินธุ์
1125,โครงการที่ 13,เด็กและเยาวชน,โป่งงาม,เมืองนครราชสีมา,น่าน
1126,โครงการที่ 20,สิ่งแวดล้อม,เลยวังไสย์,พานทอง,บุรีรัมย์
1127,โครงการที่ 9,ผู้สูงอายุ,วังม้า,ตลิ่งชัน,ศรีสะเกษ
1128,โครงการที่ 12,สิ่งแวดล้อม,เขาตูม,บางปะหัน,ลพบุรี
1129,โครงการที่ 7,สุขภาพกาย,วังใหญ่,บางพลี,สมุทรสาคร
1130,โครงการที่ 7,เหล้าบุหรี่,ป่าเมี่ยง,เมืองอำนาจเจริญ,พระนครศรีอยุธยา
1131,โครงการที่ 18,สุขภาพกาย,กระแสบน,เมืองร้อยเอ็ด,ปราจีนบุรี
1132,โครงการที่ 10,สิ่งแวดล้อม,โนนเพ็ด,เมืองหนองบัวลำภู,น่าน
1133,โครงการที่ 4,ผู้สูงอายุ,ทุ่งใส,แม่ลาน้อย,สงขลา
1134,โครงการที่ 11,ผู้สูงอายุ,รูสะมิแล,บ่อพลอย,ชัยนาท
1135,โครงการที่ 6,สุขภาพกาย,นามะตูม,เปือยน้อย,นครศรีธรรมราช
1136,โครงการที่ 20,สิ่งแวดล้อม,บัลลังก์,เมืองพะเยา,ตรัง
1137,โครงการที่ 4,เด็กและเยาวชน,นาแต้,วังทองหลาง,ขอนแก่น
1138,โครงการที่ 17,เด็กและเยาวชน,เกาะคา,บ้านแหลม,แพร่
1139,โครงการที่ 18,สุขภาพกาย,คลองใหม่,บ้านฝาง,ชลบุรี
1140,โครงการที่ 5,เหล้าบุหรี่,ปางหินฝน,หนองขาหย่าง,อ่างทอง
1141,โครงการที่ 10,การจัดการน้ำ,บ้านกล้วย,พานทอง,ชลบุรี
1142,โครงการที่ 15,เด็กและเยาวชน,ภูแล่นช้าง,บ้านโป่ง,สมุทรปราการ
1143,โครงการที่ 20,การจัดการน้ำ,แม่สอด,ฉวาง,สงขลา
1144,โครงการที่ 9,เด็กและเยาวชน,ท่าสะอ้าน,ราษีไศล,สระบุรี
1145,โครงการที่ 1,สิ่งแวดล้อม,ภูฟ้า,เมืองเพชรบูรณ์,สุรินทร์
1146,โครงการที่ 8,การจัดการน้ำ,ดงสุวรรณ,ปลาปาก,นครสวรรค์
1147,โครงการที่ 3,สิ่งแวดล้อม,บ้านนา,ลำปลายมาศ,ราชบุรี
1148,โครงการที่ 10,ผู้สูงอายุ,เลยวังไสย์,ประโคนชัย,สุพรรณบุรี
1149,โครงการที่ 17,สุขภาพกาย,นิเวศน์,สามเงา,พิษณุโลก
1150,โครงการที่ 18,เหล้าบุหรี่,ตระแสง,ควนขนุน,ยะลา
1151,โครงการที่ 11,สิ่งแวดล้อม,ห้วยทับมอญ,พุทธมณฑล,ระยอง
1152,โครงการที่ 1,การจัดการน้ำ,ห้วยโพธิ์,ปากพนัง,ราชบุรี
1153,โครงการที่ 13,เหล้าบุหรี่,ตะกาดเง้า,ปากเกร็ด,นครราชสีมา
1154,โครงการที่ 3,เหล้าบุหรี่,ลำพญา,ทองแสนขัน,กาญจนบุรี
1155,โครงการที่ 11,สิ่งแวดล้อม,ศาลาครุ,ลี้,ปัตตานี
1156,โครงการที่ 6,การจัดการน้ำ,ข้าวสาร,จุฬาภรณ์,อุบลราชธานี
1157,โครงการที่ 11,เด็กและเยาวชน,แก,สิชล,นครราชสีมา
1158,โครงการที่ 6,เหล้าบุหรี่,วังหมี,โพธาราม,หนองคาย
1159,โครงการที่ 13,เหล้าบุหรี่,บางขุด,ปลวกแดง,ประจวบคีรีขันธ์
1160,โครงการที่ 11,สุขภาพกาย,หนองแวง,โนนแดง,ร้อยเอ็ด
1161,โครงการที่ 11,ผู้สูงอายุ,หนองหิน,เมืองบึงกาฬ,บุรีรัมย์
1162,โครงการที่ 17,การจัดการน้ำ,แม่ระมาด,พรหมพิราม,ราชบุรี
1163,โครงการที่ 14,ผู้สูงอายุ,น้ำตก,เมืองชัยภูมิ,พระนครศรีอยุธยา
1164,โครงการที่ 12,สุขภาพกาย,มหาดไทย,ดอนมดแดง,กำแพงเพชร
1165,โครงการที่ 13,สุขภาพกาย,ด่านศรีสุข,เมืองพะเยา,เชียงราย
1166,โครงการที่ 19,สุขภาพกาย,ปิยามุมัง,เขาค้อ,ศรีสะเกษ
1167,โครงการที่ 15,ผู้สูงอายุ,หนองเหล่า,มีนบุรี,พระนครศรีอยุธยา
1168,โครงการที่ 10,สุขภาพกาย,บ้านแจ้ง,ขามทะเลสอ,ฉะเชิงเทรา
1169,โครงการที่ 14,เหล้าบุหรี่,วัดอรุณ,ศรีสัชนาลัย,พะเยา
1170,โครงการที่ 4,สุขภาพกาย,สำโรงเหนือ,นาแห้ว,ลพบุรี
1171,โครงการที่ 13,สุขภาพกาย,โพนทอง,วานรนิวาส,ตรัง
1172,โครงการที่ 7,สุขภาพกาย,พนมทวน,นิคมคำสร้อย,จันทบุรี
1173,โครงการที่ 11,เด็กและเยาวชน,กุดเลาะ,แก่งหางแมว,ปทุมธานี
1174,โครงการที่ 7,สุขภาพกาย,ปากแรต,ทุ่งสง,ศรีสะเกษ
1175,โครงการที่ 16,เหล้าบุหรี่,แม่สอย,เมืองสุพรรณบุรี,สุพรรณบุรี
1176,โครงการที่ 4,สิ่งแวดล้อม,ดงป่าคำ,พาน,กาฬสินธุ์
1177,โครงการที่ 18,ผู้สูงอายุ,ทุ่งคลี,เมืองราชบุรี,กาฬสินธุ์
1178,โครงการที่ 15,สิ่งแวดล้อม,ประสงค์,เมืองสมุทรสาคร,เพชรบูรณ์
1179,โครงการที่ 10,สุขภาพกาย,แม่ต้าน,ตะกั่วทุ่ง,ฉะเชิงเทรา
1180,โครงการที่ 20,สุขภาพกาย,โคกมั่งงอย,ตลิ่งชัน,สงขลา
1181,โครงการที่ 13,สิ่งแวดล้อม,จังหาร,ระโนด,ลพบุรี
1182,โครงการที่ 5,ผู้สูงอายุ,ชอนสมบูรณ์,บ้านผือ,อุทัยธานี
1183,โครงการที่ 14,สิ่งแวดล้อม,ยางนอน,จอมทอง,นนทบุรี
1184,โครงการที่ 19,สุขภาพกาย,อ่าวนาง,หนองใหญ่,บุรีรัมย์
1185,โครงการที่ 5,เด็กและเยาวชน,บางงอน,ห้วยกระเจา,สุราษฎร์ธานี
1186,โครงการที่ 15,เด็กและเยาวชน,บางลาย,ศรีราชา,สงขลา
1187,โครงการที่ 11,สิ่งแวดล้อม,สามผง,หนองสูง,ชลบุรี
1188,โครงการที่ 17,เหล้าบุหรี่,พานทอง,มะขาม,เลย
1189,โครงการที่ 14,การจัดการน้ำ,บ้านกาศ,สีคิ้ว,หนองบัวลำภู
1190,โครงการที่ 16,สุขภาพกาย,พุดซา,เมืองสระบุรี,นครพนม
1191,โครงการที่ 17,สุขภาพกาย,ห้วยบง,น้ำปาด,นครสวรรค์
1192,โครงการที่ 11,เหล้าบุหรี่,ห้วยงู,ป่าพะยอม,ฉะเชิงเทรา
1193,โครงการที่ 19,สิ่งแวดล้อม,นามะเขือ,แม่พริก,สกลนคร
1194,โครงการที่ 16,สุขภาพกาย,นาซ่าว,อุทัย,ขอนแก่น
1195,โครงการที่ 4,สิ่งแวดล้อม,บางขันแตก,ปะนาเระ,เชียงใหม่
1196,โครงการที่ 5,สิ่งแวดล้อม,หนองสีดา,ศรีนครินทร์,สมุทรสงคราม
1197,โครงการที่ 9,สิ่งแวดล้อม,บางเคียน,ทรายมูล,เชียงใหม่
1198,โครงการที่ 8,สุขภาพกาย,ท่าเยี่ยม,บ้านดุง,สุพรรณบุรี
1199,โครงการที่ 17,เหล้าบุหรี่,บ้านถิ่น,นางรอง,ศรีสะเกษ
1200,โครงการที่ 4,เด็กและเยาวชน,เจ็ดริ้ว,พิบูลมังสาหาร,อุดรธานี
1201,โครงการที่ 7,การจัดการน้ำ,หนองแปน,กันทรารมย์,พังงา
1202,โครงการที่ 12,เหล้าบุหรี่,ภารแอ่น,ชนแดน,กระบี่
1203,โครงการที่ 17,เหล้าบุหรี่,เขวาไร่,เมืองอุดรธานี,ศรีสะเกษ
1204,โครงการที่ 15,สิ่งแวดล้อม,วังทรายพูน,นาแห้ว,ตราด
1205,โครงการที่ 1,เหล้าบุหรี่,ดอนทราย,เมืองกระบี่,เลย
1206,โครงการที่ 7,เด็กและเยาวชน,ขามป้อม,กระทุ่มแบน,กาฬสินธุ์
1207,โครงการที่ 18,เหล้าบุหรี่,จิกเทิง,เมืองเพชรบุรี,เชียงราย
1208,โครงการที่ 4,เหล้าบุหรี่,ตาเซะ,โนนไทย,เพชรบูรณ์
1209,โครงการที่ 7,สุขภาพกาย,คำพี้,ลาดยาว,ปัตตานี
1210,โครงการที่ 19,เหล้าบุหรี่,สรอย,พระทองคำ,ชุมพร
1211,โครงการที่ 12,เด็กและเยาวชน,นาโป่ง,เขาชัยสน,นครศรีธรรมราช
1212,โครงการที่ 8,การจัดการน้ำ,ดอนมะนาว,กระสัง,เพชรบูรณ์
1213,โครงการที่ 18,สิ่งแวดล้อม,ศรีแก้ว,แก่งหางแมว,แพร่
1214,โครงการที่ 12,สิ่งแวดล้อม,หนองปลาหมอ,บางกล่ำ,ราชบุรี
1215,โครงการที่ 11,สุขภาพกาย,นนทรี,บ้านด่าน,กาฬสินธุ์
1216,โครงการที่ 15,เหล้าบุหรี่,บ้านต๋อม,คลองเขื่อน,สุรินทร์
1217,โครงการที่ 4,การจัดการน้ำ,ท่าหลวง,กาบเชิง,เลย
1218,โครงการที่ 16,เหล้าบุหรี่,ดำเนินสะดวก,เมืองน่าน,พระนครศรีอยุธยา
1219,โครงการที่ 15,การจัดการน้ำ,หนองเรือ,ดอกคำใต้,ยะลา
1220,โครงการที่ 20,การจัดการน้ำ,แม่โถ,บ้านไร่,มหาสารคาม
1221,โครงการที่ 3,เด็กและเยาวชน,สระเยาว์,บ้านนาเดิม,แม่ฮ่องสอน
1222,โครงการที่ 8,ผู้สูงอายุ,ทรายมูล,บึงนาราง,แพร่
1223,โครงการที่ 5,เหล้าบุหรี่,ไผ่ขวาง,พัฒนานิคม,สุโขทัย
1224,โครงการที่ 8,เหล้าบุหรี่,ลำนารายณ์,กบินทร์บุรี,นครสวรรค์
1225,โครงการที่ 2,สุขภาพกาย,นาโพธิ์,อุทุมพรพิสัย,พิษณุโลก
1226,โครงการที่ 17,ผู้สูงอายุ,คีรีราษฎร์,พร้าว,สระบุรี
1227,โครงการที่ 1,เหล้าบุหรี่,โคกสะอาด,เฝ้าไร่,เพชรบูรณ์
1228,โครงการที่ 16,การจัดการน้ำ,วัดเกาะ,โคกศรีสุพรรณ,สุรินทร์
1229,โครงการที่ 6,ผู้สูงอายุ,สำโรง,ลาดพร้าว,ปัตตานี
1230,โครงการที่ 9,สุขภาพกาย,วังน้ำลัด,ปง,ระนอง
1231,โครงการที่ 13,เหล้าบุหรี่,ตาดกลอย,หนองโดน,นครสวรรค์
1232,โครงการที่ 13,ผู้สูงอายุ,ช้างตะลูด,ดอยหลวง,อุดรธานี
1233,โครงการที่ 9,การจัดการน้ำ,บ้านเหล่า,พร้าว,สุพรรณบุรี
1234,โครงการที่ 1,สุขภาพกาย,กลันทา,ขลุง,มหาสารคาม
1235,โครงการที่ 4,เด็กและเยาวชน,นามะเฟือง,พยุหะคีรี,หนองคาย
1236,โครงการที่ 4,ผู้สูงอายุ,ดงตะขบ,หนองมะโมง,ตรัง
1237,โครงการที่ 16,เด็กและเยาวชน,กุดจิก,รัตนวาปี,อุบลราชธานี
1238,โครงการที่ 2,ผู้สูงอายุ,คูขวาง,เมืองสตูล,ชัยภูมิ
1239,โครงการที่ 12,เหล้าบุหรี่,ดินดำ,ขุนหาญ,ร้อยเอ็ด
1240,โครงการที่ 7,การจัดการน้ำ,หน้าเมือง,เมืองมุกดาหาร,หนองคาย
1241,โครงการที่ 17,สุขภาพกาย,บ้านหนุน,ปะเหลียน,สกลนคร
1242,โครงการที่ 9,สิ่งแวดล้อม,บ้านแขม,ขามทะเลสอ,กระบี่
1243,โครงการที่ 9,สิ่งแวดล้อม,สวนเขื่อน,ปักธงชัย,มุกดาหาร
1244,โครงการที่ 3,เด็กและเยาวชน,นาแก,ปราสาท,กรุงเทพมหานคร
1245,โครงการที่ 19,สุขภาพกาย,โนนชัยศรี,แจ้ห่ม,สุรินทร์
1246,โครงการที่ 1,ผู้สูงอายุ,ทุ่งคลอง,พนา,นราธิวาส
1247,โครงการที่ 17,ผู้สูงอายุ,วังน้ำเย็น,บ้านหมอ,สกลนคร
1248,โครงการที่ 2,ผู้สูงอายุ,ปะคำ,ยะรัง,แม่ฮ่องสอน
1249,โครงการที่ 14,สุขภาพกาย,นาหนองไผ่,พระนครศรีอยุธยา,แพร่
1250,โครงการที่ 5,สิ่งแวดล้อม,เอกราช,คีรีมาศ,สมุทรสาคร
1251,โครงการที่ 6,การจัดการน้ำ,หนองวัวซอ,บ้านแหลม,อุบลราชธานี
1252,โครงการที่ 19,ผู้สูงอายุ,นราภิรมย์,แม่สอด,ยะลา
1253,โครงการที่ 11,ผู้สูงอายุ,หน้าเขา,กันทรารมย์,ศรีสะเกษ
1254,โครงการที่ 14,สิ่งแวดล้อม,เมืองแก,หันคา,พัทลุง
1255,โครงการที่ 16,ผู้สูงอายุ,ยะรม,นาด้วง,เชียงใหม่
1256,โครงการที่ 11,เหล้าบุหรี่,หนองไผ่,เมืองอุตรดิตถ์,นครราชสีมา
1257,โครงการที่ 2,เหล้าบุหรี่,ดอนหว่าน,คำชะอี,ลำปาง
1258,โครงการที่ 13,สิ่งแวดล้อม,ตะโกทอง,ม่วงสามสิบ,มหาสารคาม
1259,โครงการที่ 13,การจัดการน้ำ,นครเดิฐ,ศรีนคร,เชียงใหม่
1260,โครงการที่ 18,สุขภาพกาย,กะทูน,เมืองพัทลุง,อุดรธานี
1261,โครงการที่ 7,เด็กและเยาวชน,โคกตูม,บ้านไผ่,กาฬสินธุ์
1262,โครงการที่ 14,สุขภาพกาย,สัตหีบ,เมืองภูเก็ต,นครปฐม
